,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,bus_id
all,scotch scotch 27,scotch scotch scotch 24,scotch scotch scotch scotch 21,scotch scotch scotch scotch scotch 18,wine whisky 6,selection scotch 5,calgary trail 5,great selection 5,scotch selection 4,great place 4,charcuterie plate 4,meat pies 4,steak mushroom 4,wine bar 4,mushroom pie 4,scotch wine 4,great selection scotch 3,told us 3,next time 3,good service 3,whisky bar 3,s_NIeyF8OZTfLQXWfeqNCg
all,best pho 8,pho du 6,amazing food 3,staff friendly 3,vermicelli bowl 3,lot places 3,salad rolls 2,always fresh 2,best pho ever 2,friendly staff 2,pho edmonton 2,pho edmonton area 2,pho ever 2,extremely clean 2,pho place 2,food amazing 2,best pho edmonton 2,going years 2,pho places 2,edmonton area 2,service food 2,1HwrC10JhdZ3gihazojBkg
all,hot pot 23,pot places 4,hot pot place 4,pot place 4,ice cream 4,hot pot places 4,late night 4,late night special 3,restaurant really 3,night special 3,lamb broth 3,one starch 3,love hot pot 3,love hot 3,pot buffet 3,hot pot buffet 3,dollar deal 3,selection fresh 2,deep fried 2,well worth 2,per person 2,_3DBgWpzjo_TSNm4jRNiJg
all,fish chips 6,oysters came 4,cold beer 4,ice cold 4,ice cold beer 4,tartar sauce 3,deep fried 3,expecting ice cold 2,recent memory much compare nice 2,expecting ice 2,little warmer usual assume 2,expecting ice cold beer 2,expecting ice cold beer might 2,feel overly greasy 2,feel overly 2,said beer selection 2,feel overly greasy side 2,feel overly greasy side coleslaw 2,recent memory much compare 2,recent memory much 2,recent memory 2,-3GD07waps96fB_okEwFqw
all,noodle soup 3,vietnamese restaurants 3,yummy noodles several different types 2,hubby bit fussy side subdued 2,house special noodle 2,house special noodle soup 2,house special noodle soup without 2,hubby bit 2,hubby bit fussy 2,hubby bit fussy side 2,hubby picked 2,immediately scanned menu 2,hubby picked vermicelli 2,hubby picked vermicelli bowl 2,hubby picked vermicelli bowl vietnamese 2,spot top vietnamese 2,spot top 2,house special 2,spot top vietnamese restaurants 2,spot top vietnamese restaurants eaten 2,high dirty 2,gjfl7y0kNye_bvKZfJSzRg
all,first time 4,rib eye 4,date night 4,felt like 3,good food 3,outside patio lovely service 2,outside patio lovely 2,outside patio 2,mushrooms good outside 2,mushrooms good 2,special evening bream wild mushrooms 2,mushrooms good outside patio 2,food really great 2,food really great heirloom 2,food really great heirloom tomato 2,short rib 2,impressed atmosphere 2,outside patio lovely service fantastic 2,mushrooms good outside patio lovely 2,really great 2,wild mushrooms good 2,XP1d-tWjQgFw9hioLBOwgw
all,al salam 18,pita bread 11,grocery store 8,garlic sauce 7,chicken beef 6,beef shawarma 6,fresh pita 5,great food 5,south side 5,fresh baked 4,really good 4,chicken shawarma 4,salam pita 4,middle eastern 4,al salam pita 4,chicken beef shawarma 4,freshly baked 3,fattoush salad 3,garlic dip 3,love place 3,always fresh 3,JJY3NwByusaxoZ8RbW9wqA
all,koo doos 4,doos koo doos 3,koo doos koo doos 3,koo doos koo 3,doos koo 3,doos koo doos koo 2,koo doos koo doos koo 2,doos koo doos koo doos 2,picky kids would come 1,picky kids would 1,parking mystery iterated recipes 1,picky kids would come squeal 1,picky kids 1,place food 1,place food quality 1,people tend order press catering 1,people tend order press 1,people tend order 1,people tend 1,parking mystery iterated recipes trying 1,applied considerable 1,QMTS_9hfoCeaSLxP0KVqvg
all,great food 4,service great 2,happy hour 2,good food 2,next visit 2,one best 2,pig sandwich 1,place disappoint total bill 1,place disappoint total 1,place disappoint 1,pig sandwich summer menu arrived 1,pig sandwich summer menu 1,pig sandwich summer 1,pie dinner guest meat 1,pie dinner guest meat pie 1,place going 1,pie dinner guest 1,pie dinner 1,pie came salad side dish 1,pie came salad side 1,pie came salad 1,9e_oT4olPUsUDgqNsCGghQ
all,attention conscientious 1,place war wonton soup hard 1,soup hard working polite 1,soup hard working 1,soup hard 1,red hat keeper 1,red hat 1,polite staff excellent food fast 1,polite staff excellent food 1,polite staff excellent 1,polite staff 1,place war wonton soup 1,staff excellent 1,place war wonton 1,place war 1,pay attention conscientious staff looking 1,pay attention conscientious staff 1,pay attention conscientious 1,pay attention 1,owner pay attention conscientious staff 1,owner pay attention conscientious 1,Rnlnzg-U4VrA52PfMdXkTQ
all,prime rib 4,steak lobster 3,tender juicy 2,fast food 2,ounce prime rib 2,ounce prime 2,ordered steak 2,definitely back 2,new keg 2,keg top 2,windermere location 2,first time 2,customer service 2,perfect everyone 1,perfect everyone makes mistakes 1,perfect everyone makes mistakes kudos 1,perfect everyone makes 1,perfect family wanted enjoy 1,perfect family 1,perfect family wanted 1,patient group indecisiveness would 1,u4t_QpVn8f3s_CwCOay5jg
all,food always 2,always fresh 1,reasons wanted 1,review specific location staff 1,review specific location 1,review specific 1,recognize come eat much 1,recognize come eat 1,recognize come 1,reasons wanted review specific location 1,reasons wanted review specific 1,reasons wanted review 1,place like time 1,seas mediterranean 1,place like 1,place even left staff waved 1,place even left staff 1,place even left 1,place even 1,people fun staple diet weeks 1,people fun staple diet 1,jDbcGVldcTiRlKXtcM0qZw
all,arrival promptly 1,lady brought 1,ordered today father day pleased 1,ordered today father day 1,ordered today father 1,ordered today 1,order correct food hot flavourful 1,order correct food hot 1,order correct food 1,order correct 1,lady brought pleasure chat highly 1,lady brought pleasure chat 1,lady brought pleasure 1,hot flavourful lady brought pleasure 1,place chinese food 1,hot flavourful lady brought 1,hot flavourful lady 1,hot flavourful 1,highly recommend returning 1,highly recommend 1,go place chinese food ordered 1,Kg73gCEpsFAq_ANau3Gbdw
all,absolutely incredible 2,within minutes 2,nice experience hotel going extra 1,nice addition 1,nice addition ran 1,nice addition ran coffee 1,nice addition ran coffee morning 1,nice big 1,nice big hot 1,nice big hot tub 1,nice big hot tub sauna 1,nice experience 1,nice experience hotel 1,nice experience hotel going 1,nice man 1,new sales person michael 1,nice man delivered 1,nice man delivered coffee 1,nice man delivered coffee right 1,nice quite 1,nice quite germaphobe 1,5SjqmVCqJzvpua12yO3cRw
all,vegan food 6,moth cafe 6,plant based 5,natural light 4,daily soup 4,food delicious 3,great food 3,long time 3,would definitely 3,crab cakes 3,pot pie 3,definitely recommend 3,super cute 3,vermicelli bowl 3,best ever 2,vegan healthy 2,chicken pot pie 2,chicken pot 2,minutes table 2,faux meat 2,love love 2,kllzL60MYGNpjsdPZeMZSg
all,sometime take 2,sometime take time 2,take time 2,drive thru 2,remembered drink order 1,remembered drink order weeks 1,remembered drink order weeks back 1,right places 1,right places like 1,able find 1,right places like seating 1,right places like seating area 1,right sometime 1,right sometime take 1,right sometime take time 1,right sometime take time draw 1,remembered drink 1,relax enjoy refresher big 1,relax enjoy refresher big umbrella 1,saw car began 1,relax enjoy refresher 1,_L4N2qjUUZWR9BELd4oemg
all,bake shop 4,rye bread 4,baked goods 3,light rye 3,close shop 2,artistic bake shop 2,cream puffs 2,artistic bake 2,chocolate covering 2,absolutely delicious 1,poppyseed cake good cookies 1,pm saturdays believe also 1,pm saturdays believe also call 1,poppyseed cake 1,poppyseed cake good 1,poppyseed danish soft 1,poppyseed cake good cookies jam 1,poppyseed danish 1,pm saturdays 1,poppyseed danish soft lemon 1,poppyseed danish soft lemon glaze 1,inNXI7gk_if9oDH8CJULGg
all,highly recommend go 2,highly recommend 2,recommend go 2,next time 2,plate usually 1,place much fruit 1,place much fruit plate 1,place much fruit plate usually 1,placed back 1,placed back golf 1,placed back golf game 1,placed back golf game would 1,places server 1,places server equally 1,places server equally great 1,places server equally great always 1,plate usually garnish 1,place get next time people 1,plate usually garnish grapes 1,plate usually garnish grapes slice 1,plates matched 1,DySc74Wa_LuqJ3v5BMmTqw
all,bubble tea 2,always fresh 1,place great bubble tea awesome 1,people behind 1,people behind counter 1,people behind counter would 1,people behind counter would recommend 1,place anybody 1,place anybody likes 1,place anybody likes bubble 1,place anybody likes bubble tea 1,place great 1,place great bubble 1,place great bubble tea 1,quick convenient 1,order guava green tea 1,quick convenient favorite 1,quick convenient favorite city 1,really good 1,really good would 1,really good would give 1,utJPIg1UrXG_PpE1QLOomQ
all,panda hut 4,chow mien 3,take home 2,chinese food 2,panda hut express 2,quality food 2,panda express 2,yum yum 2,hut express 2,probably best 2,panda hut despite distance food 1,panda hut despite distance 1,panda hut despite 1,panda express notice extra word 1,panda express notice extra 1,able take 1,panda express notice 1,panda hut express shame 1,panda express damn good 1,panda express damn 1,overall quality food prices cheaper 1,W9R4QcvI-PG4qlO17UOqXw
all,grocery store 3,also love 1,papaya persimmons asian veggies freshness 1,persimmons asian veggies 1,persimmons asian veggies freshness 1,persimmons asian veggies freshness produce 1,prices really 1,prices really miss 1,prices really miss frills 1,prices really miss frills regular 1,produce besides 1,produce besides regular 1,produce besides regular stuff 1,produce besides regular stuff talking 1,produce never 1,produce never lacking 1,produce never lacking something 1,produce never lacking something ask 1,really miss 1,really miss frills 1,really miss frills regular 1,jRfsJVJMxDb_FAJQQd0M9Q
all,butter chicken 3,also great 3,north side 2,accommodated apna 1,parties everyone love 1,paneer tiki 1,paneer tiki masala 1,paneer tiki masala lamb 1,paneer tiki masala lamb curry 1,paneer tikka 1,paneer tikka masala 1,paneer tikka masala samosas 1,paneer tikka masala samosas amazing 1,parties everyone 1,parties everyone love wallet 1,paneer makhnai butter chicken 1,parties everyone love wallet butter 1,people friendly 1,people minute 1,people minute warning 1,people minute warning everything 1,1M3zqofrUtKUiEsapMcV8Q
all,also super 1,produce meats fish packaged 1,place go 1,place go eat 1,place go eat love 1,place go eat love fresh 1,produce meats 1,produce meats fish 1,produce meats fish packaged treats 1,also super market 1,sea food 1,sea food must 1,sea food must check 1,sea food must check also 1,section amazed 1,selection produce 1,packaged treats try selection treats 1,packaged treats try selection 1,packaged treats try 1,packaged treats 1,must check also super market 1,p5B8e4OhwiJwnlJ7kz3_3Q
all,add starlight 1,right considering bases covered 1,right considering 1,retro theme decorator decor uninspiring 1,retro theme decorator decor 1,retro theme decorator 1,retro theme 1,price right considering bases covered 1,price right considering bases 1,price right considering 1,price right 1,perhaps another music genre order 1,perhaps another music genre 1,perhaps another music 1,perhaps another 1,order keeping retro theme decorator 1,order keeping retro theme 1,order keeping retro 1,order keeping 1,music genre order keeping retro 1,music genre order keeping 1,UOz7jEJes9nPkTC-BujXbg
all,tau bay 26,best pho 13,pho place 9,pho tau 8,pho tau bay 8,noodle soup 8,one thing 7,pho restaurant 6,make sure 6,first time 5,nothing else 5,pho joint 4,pho broth 4,favorite pho 4,pho city 4,bowl pho 4,extra large 4,green onion 3,bay best 3,bay best pho 3,good pho 3,aUKJV9lm51p3wMUINUd30w
all,state main 8,dill dip 6,corn bread 5,original joes 4,cheddar corn bread 4,cheddar corn 4,french onion 3,chicken club 3,sweet potato 3,fries gravy 3,checked us 3,jalapeno cheddar 3,bison burger 3,jalape cheddar 3,come back 3,great place 3,would definitely 2,salad jalape cheddar 2,salad jalape 2,definitely back 2,egg allergy 2,MgQbdvwKXEJC-LvySLlabg
all,hanbang bossam 3,call button 3,soft tofu 2,side dishes 2,make sure 2,call middle 2,call middle aged 2,makes easier 2,way call middle aged 2,way call middle 2,way call 2,despite call button 2,despite call 2,baekjeong korean bbq house 2,lovely lovely 2,korean bbq 2,salted shrimp 2,middle aged 2,beef brisket 2,kimchi tried 2,beef bones 2,TGg32ZTsW3CSHFyWTehFwA
all,huge variety 2,aggressive towards 1,person like 1,place people loiter around 1,place people loiter 1,place people 1,person like staff also friendly 1,person like staff also 1,person like staff 1,persistent aggressive towards passers tolerate 1,prices great 1,persistent aggressive towards passers 1,persistent aggressive towards 1,persistent aggressive 1,people star grocer 1,people star 1,people loiter around litter used 1,place people loiter around litter 1,prices great selection 1,people loiter around 1,property crowd tend persistent 1,9K14PjzzYMu4n8my-PM5Fg
all,melting pot 36,cheese fondue 18,chocolate fondue 16,spinach artichoke 8,course meal 6,green goddess 6,best part 6,first time 6,date night 6,main course 5,fondue best 5,house salad 5,highly recommend 5,father day 5,make sure 4,court bouillon 4,want cook 4,big night 4,experience definitely 4,baked potato 4,petite luncheon 4,vDU_pwTCyHBPs-JoklOMWQ
all,appy montreal 1,nice got 1,menu huge decided 1,menu huge decided come 1,menu huge decided come everything 1,menu rotating 1,menu rotating taps 1,menu rotating taps nice 1,menu rotating taps nice got 1,montreal smoked 1,montreal smoked meat 1,montreal smoked meat sandwich 1,montreal smoked meat sandwich yummy 1,nice got chicken 1,appy montreal smoked 1,nice got chicken strips 1,nice got chicken strips side 1,onion rings 1,onion rings appy 1,onion rings appy montreal 1,onion rings appy montreal smoked 1,ITf3LVu4XcIU7ors9EZK_A
